135.6,1376,35.9
139,1152,35.4
142.3,1072,35.1
145.7,2080,34.8
149,1552,34.6
152.4,1536,34.3
155.7,1552,34
176.7,1936,32.9
180,1984,32.9
183.4,1696,32.8
186.7,45264,32.8
190.3,60544,32.7
193.8,60448,32.6
197.3,752,32.6
200.5,688,32.5
203.6,48384,32.5
207.2,20864,32.4
210.8,62256,32.5
214.3,1712,32.5
217.7,1680,32.5
221,1648,32.5
224.4,1632,32.4
227.7,1584,32.4
231.1,1536,32.3
